creator_id,date,views,likes,comments,shares,orders,gmv,engagement_rate
CR0005,2026-04-16,707,57,4,3,17,3391.94,8.08
CR0005,2026-04-17,1019,99,10,2,52,2425.4,9.78
CR0005,2026-04-18,933,67,8,3,23,2258.79,7.28
CR0005,2026-04-19,1160,114,11,3,46,5566.47,9.86
CR0005,2026-04-20,1038,80,5,2,49,6060.48,7.72
CR0005,2026-04-21,615,41,3,1,24,3805.02,6.72
CR0005,2026-04-22,643,39,5,2,32,5963.47,6.15
CR0005,2026-04-23,675,61,4,3,13,828.73,9.17
CR0005,2026-04-24,864,37,4,1,38,2847.01,4.33
CR0005,2026-04-25,1032,61,7,1,62,7364.61,5.99
CR0005,2026-04-26,1129,134,16,8,57,6544.96,11.93
CR0005,2026-04-27,692,24,1,1,19,3612.5,3.54
CR0005,2026-04-28,601,53,6,3,12,871.79,8.94
CR0005,2026-04-29,1001,64,9,3,83,8900.85,6.48
CR0005,2026-04-30,863,32,2,2,51,1384.93,3.79
CR0005,2026-05-01,1024,58,5,3,13,1091.58,5.74
CR0005,2026-05-02,938,112,16,4,10,896.91,11.96
CR0005,2026-05-03,1386,165,23,12,30,2721.37,11.91
CR0005,2026-05-04,643,61,6,3,54,5136.48,9.57
CR0005,2026-05-05,859,58,4,3,22,3023.79,6.84
CR0005,2026-05-06,865,79,5,2,70,12860.49,9.16
CR0005,2026-05-07,792,88,11,5,25,805.16,11.18
CR0005,2026-05-08,844,79,5,5,9,696.27,9.47
CR0005,2026-05-09,1385,161,12,10,106,16207.52,11.65
CR0005,2026-05-10,855,40,2,0,75,9675.66,4.69
CR0005,2026-05-11,889,74,5,1,17,750.31,8.37
CR0005,2026-05-12,1008,72,8,2,36,1781.34,7.22
CR0005,2026-05-13,699,46,6,3,38,5351.96,6.68
CR0005,2026-05-14,688,33,2,2,31,4458.27,4.84
CR0005,2026-05-15,1024,112,10,7,71,10624.17,10.99
CR0005,2026-05-16,1024,117,12,6,67,1804.45,11.45
CR0005,2026-05-17,838,59,8,4,23,4533.06,7.11
CR0005,2026-05-18,611,39,4,3,13,2329.49,6.49
CR0005,2026-05-19,984,54,3,2,87,15891.56,5.57
CR0005,2026-05-20,829,73,4,3,20,3619.58,8.81
CR0005,2026-05-21,872,57,4,1,50,9062.15,6.54
CR0005,2026-05-22,1046,39,3,2,41,6231.48,3.81
CR0005,2026-05-23,836,78,8,1,61,11927.6,9.36
CR0005,2026-05-24,1184,52,5,1,21,3713.53,4.44
CR0005,2026-05-25,1041,46,2,3,11,1665.72,4.46
CR0005,2026-05-26,1094,61,4,4,42,6626.39,5.6
CR0005,2026-05-27,607,45,4,3,31,1830.16,7.48
CR0006,2026-02-27,4578,324,30,18,66,4623.98,7.08
CR0006,2026-02-28,5865,608,43,18,68,3139.38,10.38
CR0006,2026-03-01,3925,321,35,12,38,7557.15,8.2
CR0006,2026-03-02,3352,186,21,11,178,34520.04,5.56
CR0006,2026-03-03,4846,302,16,19,220,36882.48,6.24
CR0006,2026-03-04,4880,516,29,24,123,9748.68,10.59
CR0006,2026-03-05,4015,196,13,4,296,34102.28,4.89
CR0006,2026-03-06,3194,303,33,20,176,30378.24,9.52
CR0006,2026-03-07,4731,386,43,29,249,37662.06,8.18
CR0006,2026-03-08,5533,568,78,19,116,4788.16,10.27
CR0006,2026-03-09,4181,425,52,13,202,5694.1,10.17
CR0006,2026-03-10,3894,399,28,23,171,5507.99,10.25
CR0006,2026-03-11,3776,300,38,8,112,13709.46,7.95
CR0006,2026-03-12,5486,575,39,40,400,42164.03,10.49
CR0006,2026-03-13,3108,131,8,6,306,31592.85,4.22
CR0006,2026-03-14,6671,757,42,38,389,46653.51,11.35
CR0006,2026-03-15,4001,327,27,24,148,6937.48,8.2
CR0006,2026-03-16,5223,316,27,16,124,6662.3,6.05
CR0006,2026-03-17,3347,336,27,24,154,5486.03,10.04
CR0006,2026-03-18,5340,338,44,12,168,14676.28,6.34
CR0006,2026-03-19,3153,151,8,7,292,13938.33,4.82
CR0006,2026-03-20,3954,290,39,11,165,6218.07,7.35
CR0006,2026-03-21,7347,561,83,18,81,14228.93,7.65
CR0006,2026-03-22,4394,254,13,18,260,46813.9,5.8
CR0006,2026-03-23,3353,331,41,7,240,13865.33,9.9
CR0006,2026-03-24,3618,201,20,13,159,7687.54,5.58
CR0006,2026-03-25,3397,394,41,10,171,11762.98,11.62
CR0006,2026-03-26,5607,573,61,17,248,29091.36,10.24
CR0006,2026-03-27,3242,105,14,2,70,6338.15,3.26
CR0006,2026-03-28,6492,715,80,43,228,18198.91,11.02
CR0006,2026-03-29,4745,466,61,11,447,54624.33,9.83
CR0006,2026-03-30,3375,344,41,8,122,19272.2,10.22
CR0006,2026-03-31,4397,506,32,37,106,5618.38,11.53
CR0006,2026-04-01,5608,334,45,13,139,5604.43,5.97
CR0006,2026-04-02,4437,470,36,19,224,20837.26,10.61
CR0006,2026-04-03,5083,201,21,4,152,19197.06,3.96
CR0006,2026-04-04,4946,256,16,12,51,7391.47,5.19
CR0006,2026-04-05,5636,666,71,26,222,31197.42,11.82
CR0006,2026-04-06,5182,487,65,13,221,8304.67,9.41
CR0006,2026-04-07,4391,253,22,14,279,46753.66,5.77
CR0006,2026-04-08,4079,359,20,11,86,13407.22,8.8
CR0006,2026-04-09,5407,530,61,25,183,18389.44,9.81
CR0006,2026-04-10,3762,409,32,27,307,57900.74,10.9
CR0006,2026-04-11,6729,756,112,41,359,61954.29,11.24
CR0006,2026-04-12,7225,257,36,20,77,15104.73,3.56
CR0006,2026-04-13,3520,195,10,8,203,30068.21,5.54
CR0006,2026-04-14,4346,300,21,9,90,15461.91,6.92
CR0006,2026-04-15,4228,285,22,20,40,5468.4,6.76
CR0006,2026-04-16,3636,398,46,31,45,7428.13,10.96
CR0006,2026-04-17,5635,622,74,47,288,27746.62,11.04
CR0006,2026-04-18,7195,464,33,21,75,11367.33,6.46
CR0006,2026-04-19,6818,369,52,20,45,4814.47,5.42
CR0006,2026-04-20,4294,353,51,8,269,46989.76,8.22
CR0006,2026-04-21,5373,296,30,15,211,28172.58,5.51
CR0006,2026-04-22,5140,463,54,24,289,52784.51,9.02
CR0006,2026-04-23,4788,148,14,11,199,16621.4,3.1
CR0006,2026-04-24,6046,341,22,21,251,40487.27,5.65
CR0006,2026-04-25,5241,454,48,24,232,35432.99,8.66
CR0006,2026-04-26,4393,323,20,7,214,28000.53,7.36
CR0006,2026-04-27,4089,217,26,12,373,51715.71,5.31
CR0006,2026-04-28,4366,199,25,6,101,2621.59,4.58
CR0006,2026-04-29,6123,716,78,49,526,49617.9,11.71
CR0006,2026-04-30,4421,395,48,11,299,8903.81,8.95
CR0006,2026-05-01,4090,424,23,20,173,32988.56,10.38
CR0006,2026-05-02,7778,396,46,17,227,22303.24,5.1
CR0006,2026-05-03,5429,552,48,21,372,13959.51,10.18
CR0006,2026-05-04,4881,301,40,17,209,14349.67,6.18
CR0006,2026-05-05,5672,300,32,14,240,33825.64,5.3
CR0006,2026-05-06,5591,429,50,34,91,1958.84,7.68
CR0006,2026-05-07,3570,239,24,14,151,9866.54,6.7
CR0006,2026-05-08,3478,298,16,16,180,23020.07,8.57
CR0006,2026-05-09,4862,564,33,31,223,30466.94,11.62
CR0006,2026-05-10,7448,347,21,10,264,8877.94,4.66
CR0006,2026-05-11,4721,564,71,34,340,22549.0,11.96
CR0006,2026-05-12,5685,312,17,13,343,57042.33,5.5
CR0006,2026-05-13,3933,142,21,4,168,6638.94,3.62
CR0006,2026-05-14,5003,344,38,9,155,4072.62,6.88
CR0006,2026-05-15,3632,346,44,7,187,3769.2,9.55
CR0006,2026-05-16,4606,300,19,11,86,12673.74,6.51
CR0006,2026-05-17,7424,542,48,34,282,17103.99,7.3
CR0006,2026-05-18,4580,421,53,11,324,25926.2,9.2
CR0006,2026-05-19,4347,152,22,8,209,16973.16,3.5
CR0006,2026-05-20,5951,585,46,18,426,59185.09,9.84
CR0006,2026-05-21,4352,283,17,17,265,26191.82,6.51
CR0006,2026-05-22,4035,134,7,10,95,15455.84,3.32
CR0006,2026-05-23,7014,525,76,36,281,22781.04,7.5
CR0006,2026-05-24,5840,554,50,18,333,63008.98,9.49
CR0006,2026-05-25,6094,477,59,16,113,12204.12,7.83
CR0006,2026-05-26,3554,396,44,13,101,13521.79,11.16
CR0006,2026-05-27,6220,646,38,36,240,40114.72,10.39
CR0007,2026-02-27,3044,254,28,6,61,10398.14,8.35
CR0007,2026-02-28,5898,390,24,23,233,45119.2,6.62
CR0007,2026-03-01,4283,146,9,3,157,7889.12,3.41
CR0007,2026-03-02,3677,164,12,9,91,12175.35,4.49
CR0007,2026-03-03,3700,163,22,4,55,8096.74,4.42
CR0007,2026-03-04,4231,234,27,15,114,5216.16,5.55
CR0007,2026-03-05,3463,244,18,7,221,32950.17,7.05
CR0007,2026-03-06,4294,162,21,6,178,9708.57,3.79
CR0007,2026-03-07,6772,798,89,57,539,55818.24,11.79
CR0007,2026-03-08,5652,275,15,7,155,28530.41,4.87
CR0007,2026-03-09,4044,179,25,4,101,6590.12,4.44
CR0007,2026-03-10,4343,478,45,12,61,2955.34,11.01
CR0007,2026-03-11,2918,222,12,7,129,12310.72,7.63
CR0007,2026-03-12,4680,518,37,13,89,8389.78,11.09
CR0007,2026-03-13,3349,369,21,20,43,2533.12,11.02
CR0007,2026-03-14,5671,261,22,12,114,7814.13,4.6
CR0007,2026-03-15,4808,158,16,5,82,7812.98,3.29
CR0007,2026-03-16,4753,236,18,6,453,82900.84,4.98
CR0007,2026-03-17,4313,343,25,15,273,16095.99,7.97
CR0007,2026-03-18,4063,291,14,13,215,21105.43,7.16
CR0007,2026-03-19,3448,391,56,29,230,6430.88,11.35
CR0007,2026-03-20,5369,515,51,23,264,38384.97,9.6
CR0007,2026-03-21,4099,305,17,19,217,12855.33,7.46
CR0007,2026-03-22,4953,255,38,5,186,19096.79,5.15
CR0007,2026-03-23,4349,358,52,17,103,5488.89,8.25
CR0007,2026-03-24,5114,441,53,8,243,35073.43,8.64
CR0007,2026-03-25,4268,241,30,14,242,13863.3,5.67
CR0007,2026-03-26,4665,400,33,30,302,25826.52,8.58
CR0007,2026-03-27,3076,198,19,4,125,18359.66,6.45
CR0007,2026-03-28,5682,566,36,22,311,47498.54,9.96
CR0007,2026-03-29,6325,685,82,44,328,59573.97,10.84
CR0007,2026-03-30,4243,288,15,12,177,29969.78,6.81
CR0007,2026-03-31,4167,324,42,23,150,21179.27,7.79
CR0007,2026-04-01,4745,560,77,17,200,18064.57,11.8
CR0007,2026-04-02,3440,399,23,11,39,1836.5,11.62
CR0007,2026-04-03,3512,406,21,18,290,30537.84,11.57
CR0007,2026-04-04,5296,510,26,15,79,13452.95,9.64
CR0007,2026-04-05,5639,339,36,20,361,50487.28,6.02
CR0007,2026-04-06,4374,347,33,18,257,41651.52,7.94
CR0007,2026-04-07,3599,228,17,16,57,10950.75,6.35
CR0007,2026-04-08,4621,205,21,6,124,22673.15,4.45
CR0007,2026-04-09,5086,226,13,17,240,20769.84,4.45
CR0007,2026-04-10,3565,333,38,26,68,13299.7,9.36
CR0007,2026-04-11,5756,235,12,17,531,99300.2,4.09
CR0007,2026-04-12,4487,526,55,26,197,35711.36,11.73
CR0007,2026-04-13,5586,546,81,32,452,84077.69,9.79
CR0007,2026-04-14,3944,158,15,3,139,3400.39,4.01
CR0007,2026-04-15,4684,233,19,9,171,19623.63,4.98
CR0007,2026-04-16,5124,507,35,12,418,80411.61,9.9
CR0007,2026-04-17,5647,369,36,20,143,20022.57,6.55
CR0007,2026-04-18,5371,507,47,21,49,3697.31,9.44
CR0007,2026-04-19,5547,446,31,32,314,31290.35,8.05
CR0007,2026-04-20,3528,336,46,21,183,23356.0,9.55
CR0007,2026-04-21,3481,199,29,10,167,21095.81,5.73
CR0007,2026-04-22,4106,125,14,4,87,10633.57,3.06
CR0007,2026-04-23,5553,266,35,9,325,24166.58,4.79
CR0007,2026-04-24,4682,348,43,11,200,14806.1,7.45
CR0007,2026-04-25,6292,549,34,32,128,23452.52,8.73
CR0007,2026-04-26,6319,205,25,10,541,46048.14,3.26
CR0007,2026-04-27,4428,306,23,18,456,39752.44,6.92
CR0007,2026-04-28,5117,161,12,8,99,14334.3,3.16
CR0007,2026-04-29,4114,143,12,8,173,12542.42,3.48
CR0007,2026-04-30,4883,180,12,10,340,17028.72,3.69
CR0007,2026-05-01,4035,235,31,15,140,11935.57,5.85
CR0007,2026-05-02,6004,370,23,10,228,21468.25,6.16
CR0007,2026-05-03,7383,329,23,16,652,78603.78,4.47
CR0007,2026-05-04,5060,585,78,36,389,37002.58,11.57
CR0007,2026-05-05,5688,230,14,4,232,10445.22,4.05
CR0007,2026-05-06,4401,523,53,40,78,12012.22,11.89
CR0007,2026-05-07,3523,146,17,8,78,15334.78,4.16
CR0007,2026-05-08,4371,431,26,9,178,9851.09,9.87
CR0007,2026-05-09,4291,383,41,18,171,12704.66,8.94
CR0007,2026-05-10,4219,163,10,9,151,21246.93,3.87
CR0007,2026-05-11,3304,142,17,5,142,24697.33,4.31
CR0007,2026-05-12,5390,459,46,11,458,52757.47,8.52
CR0007,2026-05-13,5220,609,40,39,65,12113.52,11.68
CR0007,2026-05-14,5799,618,60,38,156,6133.67,10.66
CR0007,2026-05-15,5571,659,60,33,270,20674.02,11.83
CR0007,2026-05-16,5919,454,45,18,218,7587.41,7.68
CR0007,2026-05-17,6031,389,37,24,469,28448.23,6.46
CR0007,2026-05-18,4406,522,48,37,416,78638.46,11.86
CR0007,2026-05-19,4303,134,15,8,166,23534.38,3.12
CR0007,2026-05-20,3613,236,28,18,311,15665.13,6.55
CR0007,2026-05-21,4309,206,14,14,120,11573.61,4.79
CR0007,2026-05-22,4699,464,58,25,384,72875.72,9.88
CR0007,2026-05-23,5594,503,72,39,165,16802.65,9.0
CR0007,2026-05-24,4744,351,25,26,70,11861.94,7.4
CR0007,2026-05-25,4722,153,10,8,124,16390.55,3.24
CR0007,2026-05-26,5476,490,49,24,185,20280.04,8.95
CR0007,2026-05-27,4759,375,49,19,67,13287.98,7.88
CR0008,2026-02-27,462336,18827,1788,1339,10154,526347.32,4.07
CR0008,2026-02-28,537415,53819,7452,1606,17529,1578214.55,10.01
CR0008,2026-03-01,569459,46238,4580,2461,26375,3196807.56,8.12
CR0008,2026-03-02,300830,10533,804,584,12899,2037587.16,3.5
CR0008,2026-03-03,330693,11748,1281,325,15438,1931510.8,3.55
CR0008,2026-03-04,441223,38061,3351,1738,31962,964001.55,8.63
CR0008,2026-03-05,322946,16507,1340,414,25711,1043990.87,5.11
CR0008,2026-03-06,306576,24053,1292,1430,12311,1179530.12,7.85
CR0008,2026-03-07,354777,25640,1339,999,14566,547544.99,7.23
CR0008,2026-03-08,495715,45693,3225,2275,38657,1932575.51,9.22
CR0008,2026-03-09,338546,39694,2785,2307,15228,2635360.32,11.72
CR0008,2026-03-10,319511,17210,1372,936,23830,4585592.4,5.39
CR0008,2026-03-11,436998,35850,3914,1305,22370,2167184.58,8.2
CR0008,2026-03-12,351862,12983,1718,652,12688,969408.04,3.69
CR0008,2026-03-13,368227,19373,1967,1168,24574,3268634.64,5.26
CR0008,2026-03-14,510650,23892,2387,1425,49697,3390750.36,4.68
CR0008,2026-03-15,548756,56414,7631,4197,50769,1562603.77,10.28
CR0008,2026-03-16,320521,22956,1699,1487,27394,2570840.53,7.16
CR0008,2026-03-17,476145,53329,6047,3773,10749,525681.73,11.2
CR0008,2026-03-18,436356,22363,1651,648,6757,512838.07,5.13
CR0008,2026-03-19,389755,46465,4284,3454,7270,183535.05,11.92
CR0008,2026-03-20,462525,25438,2672,1492,7325,1177875.19,5.5
CR0008,2026-03-21,376379,41659,3390,1577,7914,1435751.42,11.07
CR0008,2026-03-22,567415,62253,5583,4381,28814,3537644.85,10.97
CR0008,2026-03-23,396609,16204,1886,888,26129,2857498.75,4.09
CR0008,2026-03-24,299689,25169,3204,976,25311,4177618.25,8.4
CR0008,2026-03-25,456513,52131,3743,1376,8835,826139.65,11.42
CR0008,2026-03-26,485951,17024,1759,1055,9100,959811.06,3.5
CR0008,2026-03-27,339035,18645,2394,535,12728,960593.0,5.5
CR0008,2026-03-28,566400,63136,3376,4063,20711,3834482.42,11.15
CR0008,2026-03-29,575790,30383,2687,1772,47702,6837828.92,5.28
CR0008,2026-03-30,410835,21065,1985,431,45306,8391885.62,5.13
CR0008,2026-03-31,355069,40573,5098,1535,16447,1628125.58,11.43
CR0008,2026-04-01,359756,37091,4244,2498,6090,976240.41,10.31
CR0008,2026-04-02,402898,38809,5536,1550,22612,860866.02,9.63
CR0008,2026-04-03,323063,17279,978,781,20663,1628622.57,5.35
CR0008,2026-04-04,590475,58207,6643,1805,27651,568328.83,9.86
CR0008,2026-04-05,434340,24974,2686,665,14480,2290291.82,5.75
CR0008,2026-04-06,444805,18552,2029,827,32063,5682559.22,4.17
CR0008,2026-04-07,319140,14556,1591,577,5544,477714.96,4.56
CR0008,2026-04-08,383739,24543,3275,1330,2298,276990.34,6.4
CR0008,2026-04-09,438377,22174,1305,1058,16785,486109.27,5.06
CR0008,2026-04-10,440752,37038,2404,2869,10305,232281.74,8.4
CR0008,2026-04-11,544491,54232,7745,3776,17589,994942.28,9.96
CR0008,2026-04-12,681056,70289,5385,4553,23306,1332848.5,10.32
CR0008,2026-04-13,343445,35775,4388,1121,10043,252874.31,10.42
CR0008,2026-04-14,533499,27311,2597,953,31094,1101752.5,5.12
CR0008,2026-04-15,408029,44242,6523,1940,8960,861883.65,10.84
CR0008,2026-04-16,440925,16126,1704,372,32182,2696024.62,3.66
CR0008,2026-04-17,444110,40134,5226,2511,14967,1658606.41,9.04
CR0008,2026-04-18,504945,59571,6977,1664,19797,1035125.74,11.8
CR0008,2026-04-19,436950,32489,2726,1562,8606,842762.68,7.44
CR0008,2026-04-20,359601,20926,3093,1045,21944,1863190.38,5.82
CR0008,2026-04-21,403159,44851,3423,3129,30696,3021700.93,11.13
CR0008,2026-04-22,336893,32448,3216,2498,23438,3154693.74,9.63
CR0008,2026-04-23,407273,19142,1061,593,11598,1207165.2,4.7
CR0008,2026-04-24,325794,36021,3583,1674,27379,2803520.53,11.06
CR0008,2026-04-25,423201,40110,2599,1643,8050,1370847.85,9.48
CR0008,2026-04-26,635346,66095,7027,3951,23667,490915.84,10.4
CR0008,2026-04-27,494010,22848,3245,794,13172,1042674.44,4.63
CR0008,2026-04-28,371444,43949,2733,1864,16893,1321655.95,11.83
CR0008,2026-04-29,306659,21901,2644,1068,12736,1763186.29,7.14
CR0008,2026-04-30,384503,13052,1464,615,44012,8064675.52,3.39
CR0008,2026-05-01,505666,21055,2870,1433,19566,3010894.32,4.16
CR0008,2026-05-02,574835,48404,2868,1709,19582,1797727.6,8.42
CR0008,2026-05-03,398968,19445,1727,858,32090,1532112.63,4.87
CR0008,2026-05-04,379508,38747,4788,2917,30681,2596470.64,10.21
CR0008,2026-05-05,327709,20668,1446,965,9359,1198526.03,6.31
CR0008,2026-05-06,326812,22232,1930,693,10492,1179316.15,6.8
CR0008,2026-05-07,557493,50664,5814,3182,43036,5874438.55,9.09
CR0008,2026-05-08,326441,23549,1363,1603,15032,2152229.28,7.21
CR0008,2026-05-09,498775,26125,2423,1413,34334,3859643.33,5.24
CR0008,2026-05-10,571348,38378,3702,2426,32697,4100276.36,6.72
CR0008,2026-05-11,508071,15986,1983,763,44371,1248891.41,3.15
CR0008,2026-05-12,416352,38884,3164,2467,24923,4122516.73,9.34
CR0008,2026-05-13,397404,44759,5863,1462,9115,607762.51,11.26
CR0008,2026-05-14,485839,33543,1737,1465,6138,631166.51,6.9
CR0008,2026-05-15,415784,37085,4614,2356,17032,2231431.62,8.92
CR0008,2026-05-16,639937,74669,8774,5098,6557,356336.07,11.67
CR0008,2026-05-17,684405,63405,4363,1370,19285,1224991.67,9.26
CR0008,2026-05-18,534409,57308,5951,1442,22127,2122825.89,10.72
CR0008,2026-05-19,342007,38037,4711,1776,7811,788230.9,11.12
CR0008,2026-05-20,376344,21276,2828,925,7568,1306034.85,5.65
CR0008,2026-05-21,427660,28829,2870,1577,39217,1045646.74,6.74
CR0008,2026-05-22,419856,31993,3917,2435,42121,2600678.65,7.62
CR0008,2026-05-23,428493,13588,1462,722,14145,2546740.87,3.17
CR0008,2026-05-24,448964,38630,4427,1811,12035,1813886.85,8.6
CR0008,2026-05-25,440965,30616,3084,1691,36329,6307502.1,6.94
CR0008,2026-05-26,508208,36673,5072,2324,17392,3294313.65,7.22
CR0008,2026-05-27,492189,30723,2987,2404,7428,1072050.25,6.24
CR0009,2026-02-27,21443,1575,106,46,1232,233771.81,7.35
CR0009,2026-02-28,37026,1892,199,151,989,140286.7,5.11
CR0009,2026-03-01,29978,3218,322,220,619,37637.83,10.74
CR0009,2026-03-02,29784,2197,328,147,2415,290437.62,7.38
CR0009,2026-03-03,35623,3804,522,214,339,64521.26,10.68
CR0009,2026-03-04,34017,3967,498,311,2442,426152.77,11.66
CR0009,2026-03-05,22001,1773,178,53,283,24081.86,8.06
CR0009,2026-03-06,32938,3087,389,154,1528,130602.2,9.37
CR0009,2026-03-07,44970,1846,129,144,1454,247567.36,4.11
CR0009,2026-03-08,37227,2077,139,74,2045,272597.01,5.58
CR0009,2026-03-09,24706,2415,248,162,451,83544.87,9.78
CR0009,2026-03-10,36202,4187,425,255,2595,411637.93,11.57
CR0009,2026-03-11,33110,2534,144,102,1605,157503.48,7.66
CR0009,2026-03-12,27470,915,130,26,2038,400280.47,3.33
CR0009,2026-03-13,34691,3775,555,170,2999,531537.8,10.88
CR0009,2026-03-14,43413,2528,213,175,3519,163405.21,5.82
CR0009,2026-03-15,36188,3182,441,182,1816,149175.52,8.79
CR0009,2026-03-16,35142,3106,396,226,579,52225.13,8.84
CR0009,2026-03-17,33563,3664,373,192,847,64546.0,10.92
CR0009,2026-03-18,26888,2344,122,172,975,165556.19,8.72
CR0009,2026-03-19,26289,1788,179,114,1376,153217.45,6.8
CR0009,2026-03-20,23118,2267,326,106,584,47313.61,9.81
CR0009,2026-03-21,32737,3179,343,199,2885,496246.65,9.71
CR0009,2026-03-22,32754,1864,217,128,1050,92378.82,5.69
CR0009,2026-03-23,34329,1354,137,42,2113,98000.06,3.95
CR0009,2026-03-24,28768,1929,114,87,392,13348.81,6.71
CR0009,2026-03-25,33375,2211,234,147,2570,345826.93,6.62
CR0009,2026-03-26,39245,3610,522,230,1019,113151.25,9.2
CR0009,2026-03-27,30023,2137,313,108,1686,171934.62,7.12
CR0009,2026-03-28,28403,1253,132,94,703,28021.94,4.41
CR0009,2026-03-29,36460,2044,209,55,999,72843.72,5.61
CR0009,2026-03-30,21855,936,120,42,1329,94394.64,4.29
CR0009,2026-03-31,24744,2389,119,126,198,21109.13,9.66
CR0009,2026-04-01,27121,1917,160,81,2474,108622.77,7.07
CR0009,2026-04-02,24026,2097,264,125,602,21718.17,8.73
CR0009,2026-04-03,33046,2846,252,210,608,85533.37,8.61
CR0009,2026-04-04,38683,2126,125,63,513,81509.1,5.5
CR0009,2026-04-05,35530,3128,357,78,2845,444874.73,8.81
CR0009,2026-04-06,39422,3033,379,152,516,59719.1,7.7
CR0009,2026-04-07,39597,2167,152,151,2937,103489.98,5.47
CR0009,2026-04-08,31686,1864,202,92,2005,105245.34,5.88
CR0009,2026-04-09,22236,1723,151,43,1820,129881.22,7.75
CR0009,2026-04-10,25250,2503,163,193,811,156524.78,9.91
CR0009,2026-04-11,32862,3095,246,80,914,60715.35,9.42
CR0009,2026-04-12,51495,5713,315,196,1964,219087.79,11.1
CR0009,2026-04-13,31461,3631,279,141,866,21825.94,11.54
CR0009,2026-04-14,33961,3811,197,202,1042,163944.21,11.22
CR0009,2026-04-15,34370,1419,151,66,2380,382986.47,4.13
CR0009,2026-04-16,24794,1949,130,67,2778,333158.33,7.86
CR0009,2026-04-17,22935,2365,345,135,852,26268.44,10.31
CR0009,2026-04-18,51632,2818,211,171,5541,323016.72,5.46
CR0009,2026-04-19,49726,2750,181,143,436,63532.73,5.53
CR0009,2026-04-20,38132,3632,544,264,948,155822.93,9.53
CR0009,2026-04-21,39230,4514,512,355,1805,251273.81,11.51
CR0009,2026-04-22,28530,1396,203,55,1337,248690.56,4.9
CR0009,2026-04-23,34102,1036,52,31,1995,215491.54,3.04
CR0009,2026-04-24,30012,1119,154,66,1993,332612.14,3.73
CR0009,2026-04-25,40406,1660,244,70,1866,319172.29,4.11
CR0009,2026-04-26,49697,5891,368,248,595,91490.77,11.85
CR0009,2026-04-27,37269,3400,411,107,2815,465923.62,9.12
CR0009,2026-04-28,26920,3182,466,70,1442,186140.36,11.82
CR0009,2026-04-29,22813,2705,307,72,671,34010.22,11.86
CR0009,2026-04-30,26492,2556,299,143,642,99044.69,9.65
CR0009,2026-05-01,25250,2879,390,209,1193,205888.05,11.4
CR0009,2026-05-02,30238,3546,417,201,2410,49048.06,11.73
CR0009,2026-05-03,40584,3676,422,261,1779,165869.8,9.06
CR0009,2026-05-04,25285,1938,192,98,402,11438.36,7.66
CR0009,2026-05-05,41000,3194,260,138,1891,312735.71,7.79
CR0009,2026-05-06,42495,2137,254,165,2197,174135.17,5.03
CR0009,2026-05-07,24270,2093,110,96,367,69110.12,8.63
CR0009,2026-05-08,39697,2073,201,160,3582,406705.68,5.22
CR0009,2026-05-09,36153,1321,145,61,571,24249.65,3.66
CR0009,2026-05-10,55264,6217,545,456,4149,129284.51,11.25
CR0009,2026-05-11,39168,1368,151,62,372,10935.52,3.49
CR0009,2026-05-12,40191,2658,296,118,3649,482841.04,6.62
CR0009,2026-05-13,32350,2322,215,132,636,90082.85,7.18
CR0009,2026-05-14,23860,1826,198,48,314,39789.94,7.65
CR0009,2026-05-15,40237,4482,280,226,1377,181424.1,11.14
CR0009,2026-05-16,35312,1496,81,41,1821,250035.86,4.24
CR0009,2026-05-17,39873,3290,342,94,1885,136458.0,8.25
CR0009,2026-05-18,43077,3299,381,94,1512,182499.89,7.66
CR0009,2026-05-19,24665,1503,221,87,337,18226.31,6.09
CR0009,2026-05-20,33232,3066,296,188,2467,198393.39,9.23
CR0009,2026-05-21,29725,1770,107,128,2182,404960.97,5.96
CR0009,2026-05-22,36669,3387,327,111,2030,338274.09,9.24
CR0009,2026-05-23,52216,3333,300,231,278,23468.65,6.38
CR0009,2026-05-24,45620,1953,183,113,2898,566720.33,4.28
CR0009,2026-05-25,27895,1550,111,55,834,53604.15,5.56
CR0009,2026-05-26,27883,1278,97,33,1211,166968.39,4.58
CR0009,2026-05-27,42060,2542,180,120,1316,66911.71,6.05
CR0010,2026-02-27,173188,17649,1982,812,6401,1145075.93,10.19
CR0010,2026-02-28,172866,8136,840,501,5183,697143.2,4.71
CR0010,2026-03-01,278768,27508,2991,1960,5531,356699.15,9.87
CR0010,2026-03-02,184898,10207,639,515,9305,1404252.33,5.52
CR0010,2026-03-03,201318,20371,2271,612,10344,1605435.64,10.12
CR0010,2026-03-04,159328,12220,829,766,7329,1407427.01,7.67
CR0010,2026-03-05,169988,13991,1592,943,6669,1207617.4,8.23
CR0010,2026-03-06,168109,8589,617,390,4021,690155.14,5.11
CR0010,2026-03-07,192291,7235,905,272,6503,178219.44,3.76
CR0010,2026-03-08,227659,13721,1305,630,8113,560961.25,6.03
CR0010,2026-03-09,124539,8686,665,213,7233,797927.82,6.98
CR0010,2026-03-10,179488,6647,516,223,2825,334154.25,3.7
CR0010,2026-03-11,157526,14297,1072,925,13520,734347.43,9.08
CR0010,2026-03-12,186304,7900,1070,497,6809,1080000.66,4.24
CR0010,2026-03-13,152734,9346,1398,717,12973,287226.5,6.12
CR0010,2026-03-14,250118,29772,4321,2141,7934,458406.71,11.9
CR0010,2026-03-15,192786,15968,1680,768,10859,385034.67,8.28
